years_experience,education_level,job_role,performance_score,certifications_count,work_hours_per_week,salary
19.3,Bachelor's,Manager,1.0,5,29.8,167387.26
0.7,Bachelor's,Manager,1.6,5,42.2,96771.28
19.4,Bachelor's,HR,1.8,2,54.8,151268.02
1.3,Bachelor's,Software Engineer,3.1,5,21.2,90003.53
17.9,Bachelor's,Analyst,4.8,3,56.4,148631.35
10.8,Bachelor's,Software Engineer,1.1,4,29.1,121384.08
19.9,Master's,Analyst,1.9,3,32.4,155220.66
1.9,Master's,Data Scientist,4.9,1,34.6,105684.63
11.3,Master's,Analyst,4.5,1,56.6,132202.58
19.4,Bachelor's,Data Scientist,4.3,3,27.0,174252.16
10.7,Bachelor's,Manager,1.4,5,28.9,138053.85
12.8,Master's,Software Engineer,3.6,1,49.2,146872.11
14.1,Bachelor's,Manager,1.8,4,57.4,155404.06
9.4,PhD,Software Engineer,3.6,0,24.2,135387.71
12.7,Bachelor's,Analyst,2.7,2,40.9,126534.24
11.9,Master's,Software Engineer,3.5,4,56.6,149189.97
18.1,Bachelor's,Analyst,2.7,5,55.4,157642.09
1.4,Bachelor's,Software Engineer,4.6,1,57.9,84924.97
6.0,Master's,Data Scientist,1.1,2,56.1,115326.85
19.0,Master's,Analyst,1.8,5,32.6,158883.02
17.9,Bachelor's,Manager,4.3,3,28.3,178869.93
9.4,PhD,Manager,3.9,0,56.1,159293.85
12.6,Bachelor's,Manager,1.7,3,48.5,144795.28
5.9,Bachelor's,Manager,1.5,2,35.1,112434.5
4.2,Master's,Data Scientist,2.2,0,48.5,105738.15
9.5,Master's,Data Scientist,2.9,3,32.3,135428.86
7.4,PhD,HR,1.2,2,43.3,110554.1
11.9,Bachelor's,HR,4.4,0,29.3,115083.51
2.0,Bachelor's,HR,3.1,1,42.5,64498.5
19.5,Master's,HR,4.7,0,56.9,171519.5
19.7,Bachelor's,Software Engineer,2.3,5,50.9,173602.14
14.1,Bachelor's,Analyst,1.2,2,46.2,125247.79
11.0,Bachelor's,Manager,4.5,4,29.8,149285.03
6.5,Bachelor's,Software Engineer,1.6,2,22.5,99754.57
16.4,Bachelor's,Data Scientist,2.3,4,48.4,154767.69
13.9,Bachelor's,Manager,2.9,3,43.0,160768.45
3.7,Master's,Analyst,3.0,5,28.5,87222.45
18.3,Master's,Analyst,1.1,1,57.4,147362.88
16.5,Bachelor's,Data Scientist,3.1,0,42.1,150661.14
19.0,Bachelor's,Manager,1.3,2,42.9,172973.02
14.7,Bachelor's,HR,2.3,1,32.0,122632.69
12.5,Bachelor's,Manager,4.9,4,55.2,160730.96
8.7,Master's,Manager,2.1,4,55.7,143354.14
18.7,PhD,Analyst,4.3,2,48.6,175636.93
17.4,Master's,Data Scientist,3.0,5,24.0,165998.5
1.4,Master's,Manager,1.8,4,23.4,97773.1
1.0,Bachelor's,Software Engineer,3.9,1,38.8,77273.36
7.8,Bachelor's,Software Engineer,3.2,1,25.7,103567.79
16.3,PhD,Data Scientist,3.1,1,33.3,166701.15
19.8,PhD,HR,1.1,2,26.9,155585.95
3.4,Bachelor's,Manager,2.3,4,32.4,104734.65
12.1,Bachelor's,Manager,3.9,4,57.7,159863.44
7.9,Master's,Analyst,4.2,3,50.1,121531.19
19.4,Bachelor's,Manager,4.3,0,25.5,173745.4
16.9,Master's,HR,1.1,0,46.8,136499.78
16.8,Master's,Manager,1.7,4,21.2,179377.64
9.6,Bachelor's,Manager,4.9,5,59.3,147713.86
8.6,PhD,Analyst,1.6,4,41.3,119211.83
5.8,PhD,Software Engineer,1.9,1,40.2,116137.15
1.6,PhD,Software Engineer,4.2,2,29.6,103542.66
17.4,Bachelor's,HR,2.6,4,38.3,137634.23
16.4,Bachelor's,Data Scientist,1.5,3,41.0,151888.72
20.0,Master's,Data Scientist,1.5,3,46.3,184076.95
19.9,Bachelor's,Analyst,1.3,5,21.8,145678.75
11.3,Bachelor's,Manager,1.7,4,33.7,141092.86
15.5,Bachelor's,Analyst,3.0,0,35.5,136301.82
18.9,Master's,Software Engineer,1.1,2,26.0,163902.03
17.1,Bachelor's,HR,1.5,3,29.6,136758.98
5.3,Bachelor's,Data Scientist,4.6,4,29.5,113999.53
9.3,Bachelor's,Manager,4.5,4,52.4,141290.34
3.0,Master's,Data Scientist,4.3,1,47.5,116733.54
19.1,Master's,Software Engineer,3.8,3,56.9,182210.14
12.3,Bachelor's,Manager,3.6,1,32.4,155067.89
5.0,PhD,Software Engineer,2.1,2,55.3,111463.53
13.6,Bachelor's,Data Scientist,2.3,2,54.6,152730.81
12.6,Master's,Data Scientist,1.9,5,37.9,151884.21
7.5,Master's,Software Engineer,4.9,3,45.2,131321.88
2.7,Master's,Manager,3.5,1,43.9,110991.99
13.6,Bachelor's,Software Engineer,4.9,5,32.3,150275.46
10.6,PhD,Manager,2.1,5,30.5,163442.01
15.6,PhD,Analyst,3.5,0,26.8,145780.71
10.6,Master's,Analyst,4.0,1,53.5,131180.48
17.1,Bachelor's,Manager,1.4,3,41.3,162024.87
11.3,Bachelor's,Software Engineer,3.7,3,33.5,132310.9
11.4,Master's,Manager,1.7,1,40.4,142709.3
17.6,Bachelor's,Data Scientist,2.3,4,23.2,162974.69
8.4,Master's,Software Engineer,3.9,4,24.2,126970.32
3.1,Bachelor's,Manager,2.8,0,50.4,106829.07
1.1,Master's,Data Scientist,4.7,5,56.0,113965.51
15.2,Bachelor's,HR,2.0,5,32.8,130656.3
12.6,Bachelor's,Data Scientist,1.6,0,36.4,126104.55
14.2,Bachelor's,Manager,2.3,0,34.9,151462.2
4.7,Bachelor's,Software Engineer,4.4,3,39.2,103506.93
3.2,Master's,Software Engineer,4.4,3,36.6,107380.04
0.8,Master's,Analyst,2.5,4,35.4,78970.06
7.3,Master's,Manager,4.2,1,46.4,131170.66
12.0,Master's,Data Scientist,1.3,2,30.9,137964.26
8.1,Master's,Data Scientist,1.0,1,57.7,120596.99
9.0,Bachelor's,Manager,4.5,5,32.3,141410.22
18.1,Bachelor's,Data Scientist,4.5,4,28.6,168776.6
7.3,Bachelor's,HR,1.6,4,58.9,94124.27
10.5,Master's,Analyst,2.2,4,29.2,130323.88
15.8,Bachelor's,Software Engineer,4.4,4,41.5,154550.33
8.2,Bachelor's,Data Scientist,1.3,3,33.2,112909.87
12.6,Master's,HR,4.5,0,23.1,134583.64
17.3,PhD,Manager,3.3,0,58.1,186986.27
19.0,Master's,Data Scientist,3.6,1,35.0,179959.8
3.4,Master's,Manager,3.4,1,45.8,114870.84
18.6,Master's,HR,3.3,5,54.5,162725.87
10.1,Bachelor's,HR,1.7,4,42.1,107405.46
5.5,Master's,Software Engineer,1.9,4,48.5,116685.66
9.5,Master's,Manager,3.3,2,51.4,143489.52
19.6,Bachelor's,Analyst,2.6,0,35.3,150383.76
10.1,Bachelor's,Software Engineer,3.2,4,45.2,123718.67
6.9,Bachelor's,Manager,2.0,5,28.2,123770.33
12.9,Bachelor's,Manager,2.9,1,22.2,148018.3
5.2,PhD,HR,1.6,1,59.5,105071.56
2.0,Bachelor's,HR,1.2,1,23.7,56220.04
3.0,Bachelor's,Manager,4.8,2,37.1,106308.5
3.0,PhD,HR,3.9,4,22.7,97002.23
3.5,Master's,Manager,3.0,4,56.9,118720.36
3.2,Master's,Manager,3.2,5,24.4,120036.38
13.0,PhD,Software Engineer,3.0,4,51.5,165952.86
4.0,Bachelor's,Software Engineer,4.6,5,48.6,103171.02
7.2,Master's,Analyst,4.1,2,21.8,111202.39
18.0,Bachelor's,Software Engineer,2.3,4,48.9,156660.08
9.7,Bachelor's,Data Scientist,1.9,5,58.8,134585.21
13.5,Bachelor's,Data Scientist,1.3,0,40.8,137507.1
3.9,Bachelor's,HR,1.6,4,31.6,75150.14
4.2,PhD,Data Scientist,3.0,4,41.8,126820.52
1.3,PhD,Software Engineer,1.8,1,24.8,96959.06
3.8,PhD,Analyst,2.2,4,58.2,102671.12
5.9,Bachelor's,Manager,1.5,3,34.6,115199.79
4.0,PhD,Analyst,4.7,2,38.3,107621.34
2.2,Master's,Software Engineer,1.1,1,36.1,87966.3
2.9,Bachelor's,Software Engineer,2.4,2,21.1,82293.24
9.5,Master's,Software Engineer,2.0,3,21.4,123645.39
4.5,Bachelor's,HR,1.0,1,42.5,77431.59
7.6,Bachelor's,Data Scientist,4.7,5,40.1,121595.99
10.3,Master's,Software Engineer,2.3,5,59.5,131803.69
14.0,Master's,Manager,3.0,5,30.5,165309.54
1.3,Bachelor's,Data Scientist,3.3,1,34.7,90261.78
16.1,Master's,Data Scientist,3.4,3,59.5,167156.17
12.7,PhD,HR,2.8,3,21.9,133767.14
2.1,Master's,Analyst,3.4,0,45.7,90158.08
17.5,Bachelor's,Data Scientist,4.0,1,24.1,164608.33
18.5,Bachelor's,Data Scientist,4.8,2,57.9,177400.34
1.7,Bachelor's,Software Engineer,3.6,4,31.5,89182.26
5.9,PhD,Manager,2.8,3,52.6,145374.26
16.2,Bachelor's,Software Engineer,2.8,0,56.5,147338.7
15.1,Bachelor's,Manager,3.8,3,53.9,169300.45
4.1,Bachelor's,Data Scientist,3.5,5,42.3,103470.36
4.6,PhD,Manager,2.7,2,58.9,141403.45
7.7,Master's,Software Engineer,2.3,4,47.1,127292.59
9.9,Master's,Software Engineer,5.0,4,51.4,145964.0
12.6,Bachelor's,Analyst,4.1,3,29.8,125141.76
7.7,Bachelor's,HR,1.8,4,36.7,97063.95
9.5,PhD,Analyst,2.2,5,43.9,131655.97
15.1,PhD,Data Scientist,4.6,5,25.8,174485.32
1.2,PhD,Manager,3.6,4,58.6,128059.92
5.4,PhD,Software Engineer,2.2,2,24.4,107270.7
14.4,Master's,Software Engineer,2.5,5,49.3,159457.22
18.0,Master's,Software Engineer,2.5,3,22.3,159589.7
10.5,Master's,Software Engineer,1.7,0,24.1,125951.5
10.9,Master's,Data Scientist,3.0,5,44.9,140069.29
2.6,Bachelor's,HR,4.1,0,38.1,72015.49
9.2,Bachelor's,Analyst,3.3,1,20.1,105285.78
10.9,PhD,Analyst,3.6,2,35.7,140272.77
5.2,Bachelor's,Software Engineer,3.4,3,30.0,98036.17
5.8,PhD,Software Engineer,1.2,4,54.9,118579.32
7.9,Bachelor's,Manager,1.8,2,48.3,128597.75
0.9,Bachelor's,Software Engineer,2.4,3,49.5,89455.04
6.8,Bachelor's,Analyst,4.6,3,58.0,104160.45
4.6,Bachelor's,Manager,2.4,2,48.4,101321.67
6.9,Bachelor's,Manager,2.3,5,26.4,127963.0
2.8,Bachelor's,Software Engineer,1.3,2,57.5,86060.95
17.9,Master's,Manager,4.9,2,24.5,181978.31
12.1,Bachelor's,HR,4.1,1,27.7,116072.75
13.7,Bachelor's,Software Engineer,4.1,4,31.4,151058.83
15.9,Bachelor's,HR,2.5,2,27.0,131330.29
10.2,Master's,Software Engineer,1.3,1,20.7,124212.37
2.2,Master's,HR,2.1,0,38.4,75577.16
11.0,Master's,Software Engineer,4.4,5,47.5,148807.94
11.9,Bachelor's,Analyst,1.7,1,36.8,120149.37
15.0,Bachelor's,Software Engineer,4.6,5,29.4,148369.72
8.9,Master's,Analyst,3.1,4,55.3,126000.4
3.0,Master's,Data Scientist,3.9,0,35.5,104111.39
6.0,Bachelor's,Data Scientist,2.8,2,53.6,110268.04
7.6,Bachelor's,Software Engineer,4.7,2,27.1,109492.47
13.1,Bachelor's,Analyst,2.0,2,33.3,122293.33
11.6,Bachelor's,Analyst,3.3,2,52.1,124498.86
7.4,Master's,Manager,1.3,0,21.2,121343.01
19.7,Master's,Manager,2.9,1,56.8,197448.75
12.3,Bachelor's,HR,4.9,5,35.9,127513.33
5.1,Bachelor's,Manager,1.4,5,59.1,108676.6
2.5,PhD,Software Engineer,3.0,5,48.1,116069.21
3.5,Master's,Manager,3.4,1,58.0,116099.26
5.3,PhD,Manager,4.7,3,22.6,145033.76
3.6,Bachelor's,Software Engineer,2.2,1,48.9,97684.36
4.1,Master's,Software Engineer,3.0,1,55.0,110478.7
6.1,Bachelor's,HR,4.9,5,59.5,103997.8
3.9,Bachelor's,Analyst,4.1,1,21.3,85063.81
18.0,Bachelor's,Manager,4.2,1,23.3,168869.0
2.1,Master's,Data Scientist,4.1,5,49.3,113610.69
10.7,Bachelor's,Analyst,3.1,5,21.6,112640.29
8.5,Master's,Software Engineer,2.7,1,20.5,125818.36
19.7,Bachelor's,Manager,2.0,0,41.8,170066.75
2.7,Bachelor's,HR,2.9,4,41.2,69986.67
8.3,Bachelor's,Data Scientist,1.1,4,44.5,115441.27
19.4,Bachelor's,Analyst,1.4,3,20.6,148189.26
17.4,Bachelor's,Manager,2.1,1,40.1,174440.19
16.4,Bachelor's,Software Engineer,2.3,2,31.5,143255.76
5.5,Bachelor's,Analyst,3.8,4,50.2,99340.4
3.8,Bachelor's,Data Scientist,1.7,5,33.9,97326.61
13.5,Master's,Software Engineer,4.2,2,34.3,146097.92
18.6,Bachelor's,Data Scientist,4.2,3,46.2,168135.52
11.4,Master's,Manager,3.3,2,46.4,147586.43
11.6,Master's,Analyst,3.0,1,22.3,129769.8
6.0,Bachelor's,HR,2.9,1,45.0,84472.38
15.5,Master's,Manager,2.7,0,46.3,160117.1
4.1,Master's,Manager,1.4,1,38.3,110963.26
6.8,Bachelor's,HR,3.6,4,53.1,104694.32
8.8,PhD,HR,3.3,1,20.4,118792.05
10.4,Master's,Software Engineer,1.1,1,58.7,130933.54
5.2,PhD,Data Scientist,1.8,2,35.0,126175.17
2.7,Master's,Manager,2.7,3,43.8,119027.93
12.4,Bachelor's,Software Engineer,4.6,1,21.4,122212.35
6.1,Bachelor's,Software Engineer,5.0,4,48.4,113720.64
11.8,Master's,Manager,4.0,3,41.7,161678.17
3.5,PhD,Data Scientist,4.0,1,58.4,123687.15
9.9,Master's,HR,2.7,3,36.9,118103.1
10.9,PhD,Manager,3.3,4,48.9,177113.71
1.5,Bachelor's,Data Scientist,1.9,2,23.0,77121.09
7.1,Bachelor's,HR,4.0,2,22.6,84471.49
3.1,PhD,Analyst,1.2,0,58.0,85016.96
1.7,Master's,Manager,2.7,4,30.1,112806.01
19.8,PhD,Manager,4.3,5,56.5,212309.43
6.8,Master's,Data Scientist,4.9,1,23.5,117994.24
16.3,Bachelor's,Software Engineer,3.8,5,45.5,157310.24
5.5,Master's,Software Engineer,1.8,5,42.1,110049.4
13.8,PhD,Data Scientist,3.3,1,58.6,165455.85
15.3,Master's,Manager,3.2,0,36.2,159637.11
12.1,Bachelor's,Manager,4.9,4,21.9,154351.31
9.7,Bachelor's,Manager,4.4,3,39.0,144220.96
8.5,Master's,Analyst,1.2,3,53.0,113065.77
7.3,Bachelor's,Software Engineer,1.9,5,22.1,106114.93
18.6,Master's,Analyst,4.4,2,21.4,162095.74
16.7,Bachelor's,Manager,4.9,3,52.9,177576.83
19.3,Bachelor's,Software Engineer,2.2,3,53.0,157547.61
2.9,Master's,Manager,3.8,5,28.0,116098.31
14.8,Bachelor's,Manager,2.2,5,46.3,161915.83
18.8,Master's,Data Scientist,1.2,4,22.6,166378.89
4.0,Bachelor's,Software Engineer,4.3,5,50.6,109204.53
1.8,PhD,Manager,4.0,4,32.2,119133.58
15.0,Bachelor's,HR,1.2,0,29.2,126934.19
11.7,Bachelor's,HR,1.6,5,47.1,123465.28
16.9,PhD,Manager,5.0,5,56.5,201216.69
3.2,Master's,Data Scientist,3.6,4,21.7,101351.67
16.0,Bachelor's,Manager,4.2,0,25.7,159695.38
4.4,PhD,HR,2.6,0,30.2,99794.89
3.7,Master's,Software Engineer,3.1,1,57.1,104063.73
3.7,PhD,Data Scientist,3.5,3,55.1,125996.23
16.4,Master's,Manager,4.2,4,56.3,185965.34
13.5,Bachelor's,HR,2.4,0,35.1,118458.42
10.7,Bachelor's,Software Engineer,3.7,3,29.3,128463.11
7.5,Bachelor's,HR,4.1,5,27.7,99953.83
17.6,Master's,Data Scientist,4.2,4,55.3,186772.88
8.2,Bachelor's,Analyst,3.0,5,29.2,107776.66
16.4,Bachelor's,Manager,2.9,3,41.2,171416.29
9.1,Bachelor's,Software Engineer,1.4,0,33.3,106530.72
7.9,Bachelor's,Data Scientist,3.0,3,40.0,117886.75
9.5,PhD,Data Scientist,3.8,5,33.8,161032.4
6.4,Master's,Analyst,4.7,2,31.7,109441.36
15.1,Master's,Analyst,1.5,3,37.1,145133.89
10.3,PhD,Manager,4.9,5,33.3,161835.98
5.0,Master's,Manager,1.9,2,53.6,124300.67
18.0,PhD,Data Scientist,1.7,5,43.2,181458.9
8.0,Bachelor's,Manager,1.5,4,27.0,128805.32
11.1,Bachelor's,Manager,5.0,5,29.4,148127.01
18.2,Bachelor's,Analyst,3.2,0,22.1,140804.83
12.7,Bachelor's,Data Scientist,2.1,3,32.0,137718.5
2.8,PhD,HR,2.3,3,46.8,90304.67
18.8,Master's,HR,4.8,5,27.3,164869.43
12.7,Bachelor's,Software Engineer,4.6,5,24.0,138142.62
7.0,Master's,Analyst,2.4,3,32.8,106521.09
3.2,Master's,Software Engineer,1.3,0,44.5,92484.75
16.0,Bachelor's,Data Scientist,4.3,5,38.9,169672.67
12.6,Master's,HR,4.7,3,33.3,136160.61
10.9,PhD,HR,4.4,4,55.3,136285.68
17.9,Master's,HR,4.7,4,38.7,157063.49
15.9,Master's,Software Engineer,3.3,4,38.2,159990.97
3.5,Bachelor's,Manager,4.4,4,21.3,108610.52
6.6,Bachelor's,Software Engineer,4.8,1,45.6,117797.52
5.3,Bachelor's,HR,4.6,1,38.4,86897.48
15.0,Master's,Analyst,3.3,4,25.8,145060.85
1.2,Bachelor's,Analyst,4.0,3,29.7,77245.43
11.6,Bachelor's,Software Engineer,3.9,4,28.1,143632.66
15.4,PhD,Software Engineer,4.2,1,24.9,164895.45
17.6,Master's,Data Scientist,1.9,1,37.4,171475.47
7.2,Master's,Software Engineer,1.0,0,34.5,106074.98
16.5,Bachelor's,Software Engineer,3.0,0,34.4,150534.73
2.7,Bachelor's,HR,4.1,3,30.1,73671.79
17.0,Bachelor's,Manager,1.5,0,37.5,162454.05
3.0,Master's,HR,3.1,2,41.9,84241.95
8.2,Bachelor's,Manager,2.3,2,44.5,130499.31
16.0,Master's,HR,4.4,5,28.8,153884.91
3.4,PhD,HR,1.4,0,49.1,92525.73
5.0,Bachelor's,Data Scientist,4.4,2,21.1,106832.19
14.6,Bachelor's,Manager,3.4,5,50.0,163190.99
14.5,Master's,HR,4.7,1,31.3,142358.7
13.0,PhD,HR,4.7,4,34.8,141503.63
14.0,PhD,Manager,4.2,4,43.2,192553.98
11.1,Bachelor's,Data Scientist,3.1,2,44.4,135257.71
5.4,Bachelor's,Manager,1.6,1,36.8,110928.73
7.2,Master's,Data Scientist,1.9,1,57.5,123939.04
4.0,Master's,Data Scientist,2.7,0,54.3,105335.03
18.2,Bachelor's,Analyst,3.9,5,29.0,151464.07
11.9,Master's,Data Scientist,3.2,5,43.6,151933.37
8.3,Master's,Analyst,2.8,1,48.8,111463.15
9.5,Bachelor's,Software Engineer,2.9,1,28.7,110400.3
19.0,PhD,Data Scientist,4.0,1,20.7,184818.36
3.5,Bachelor's,Manager,1.1,5,59.0,110302.47
11.9,Master's,Analyst,2.8,4,58.3,135961.6
10.4,Master's,Software Engineer,3.3,2,32.8,137119.92
12.4,Bachelor's,Software Engineer,3.4,0,29.6,129273.49
0.9,Master's,Data Scientist,3.5,0,26.2,97882.01
17.5,Master's,Manager,1.2,0,47.5,181675.89
18.7,PhD,Data Scientist,3.2,3,50.2,189358.87
11.5,Bachelor's,HR,3.2,2,36.8,108849.98
14.1,Master's,Software Engineer,4.4,4,29.7,151215.56
18.5,Master's,HR,4.0,5,37.9,162133.42
14.3,Master's,HR,1.1,2,40.7,132548.43
3.5,PhD,Analyst,3.2,0,41.7,98897.61
11.7,Bachelor's,HR,3.8,4,37.7,119595.45
12.3,Bachelor's,Software Engineer,3.3,2,20.1,126840.2
8.8,Master's,Software Engineer,3.7,5,38.9,131561.01
14.9,Bachelor's,Manager,1.5,1,33.9,151016.42
18.7,PhD,Data Scientist,1.7,2,42.3,185462.67
18.5,Master's,Manager,3.3,5,22.8,190591.83
9.3,Bachelor's,Manager,4.2,1,55.2,130147.39
2.7,Master's,Data Scientist,1.1,0,55.0,99717.05
19.7,Bachelor's,Software Engineer,2.7,1,42.6,165712.71
16.9,Master's,Analyst,5.0,3,49.5,162598.61
2.9,Bachelor's,HR,4.1,4,37.5,79551.32
18.5,Bachelor's,Analyst,2.8,1,43.6,150690.49
17.5,Bachelor's,HR,1.4,4,44.7,139116.6
10.6,Master's,Data Scientist,2.4,5,34.2,139524.46
12.0,Bachelor's,Data Scientist,1.6,1,58.4,141466.21
8.3,Bachelor's,Manager,4.7,5,44.1,142163.6
1.6,Bachelor's,Data Scientist,3.7,0,59.6,89944.33
7.0,Bachelor's,HR,4.4,2,37.3,100346.0
16.2,PhD,Analyst,4.6,5,21.3,167511.45
0.6,Bachelor's,Analyst,3.4,1,32.1,69040.48
7.0,PhD,Analyst,1.0,0,46.0,112676.5
8.3,Master's,Analyst,3.2,1,56.4,114439.86
11.0,Master's,Manager,4.2,3,44.6,158674.68
18.4,Bachelor's,Analyst,2.3,4,38.9,146243.85
7.3,PhD,HR,4.7,1,23.2,118660.28
7.3,Bachelor's,Manager,5.0,0,25.8,125579.58
14.9,Master's,Manager,3.2,0,22.1,159425.02
9.3,PhD,Manager,3.1,2,48.4,155182.51
4.9,PhD,Data Scientist,3.6,4,53.2,132228.33
9.3,Master's,Manager,3.3,5,26.6,149830.66
3.2,PhD,HR,1.6,2,33.0,94482.75
3.9,Master's,Analyst,2.1,4,39.2,97474.9
10.2,Bachelor's,Data Scientist,1.8,4,25.7,125495.38
8.7,Bachelor's,Analyst,1.3,1,36.6,100479.21
18.3,Bachelor's,Software Engineer,1.6,2,58.7,156635.78
7.6,Bachelor's,Data Scientist,4.9,2,48.8,119743.76
11.8,Master's,HR,3.2,2,26.7,119978.87
12.8,Master's,Data Scientist,1.5,0,24.0,137843.43
0.8,Bachelor's,Manager,3.9,3,37.8,98497.39
13.4,PhD,Data Scientist,2.9,1,59.5,162869.6
4.0,Bachelor's,Manager,1.9,5,51.7,113576.79
19.2,PhD,Analyst,4.8,2,31.7,181507.31
3.4,PhD,Data Scientist,1.9,4,21.1,113300.05
8.6,PhD,Data Scientist,1.4,5,36.5,136462.18
2.2,Master's,HR,1.8,5,26.4,74121.07
19.9,Bachelor's,Software Engineer,4.6,4,27.2,171466.91
10.3,Master's,Data Scientist,4.4,1,26.5,130373.62
12.1,Bachelor's,Analyst,4.6,0,48.8,129669.96
1.8,Bachelor's,Manager,4.7,2,21.4,102218.54
15.1,Master's,Analyst,1.3,3,42.6,147600.0
4.6,Bachelor's,HR,3.8,0,50.1,89374.33
18.0,PhD,Data Scientist,3.7,1,26.3,182912.92
4.5,PhD,Software Engineer,5.0,2,55.7,124888.08
4.2,Bachelor's,Software Engineer,3.9,1,23.1,92187.83
1.2,Master's,Data Scientist,4.2,1,47.3,107293.54
9.7,Bachelor's,Software Engineer,3.9,1,26.9,121108.28
11.5,PhD,Analyst,3.5,1,52.2,135685.51
1.8,Master's,Manager,3.2,3,42.9,111047.13
15.6,Bachelor's,Data Scientist,4.9,1,43.6,163214.46
9.3,Bachelor's,Manager,4.7,4,33.8,145469.38
10.7,Bachelor's,Software Engineer,2.8,1,31.3,122340.26
9.1,PhD,HR,2.1,3,38.5,125955.7
8.3,Bachelor's,Manager,3.0,1,50.3,124439.08
11.4,Bachelor's,HR,4.0,2,26.7,111267.33
3.5,PhD,Analyst,2.6,0,52.7,99955.04
4.0,PhD,HR,3.1,3,39.2,99183.53
17.3,PhD,Manager,2.2,5,38.1,193668.83
18.9,Master's,Manager,2.7,5,20.7,189344.09
7.8,Master's,Data Scientist,4.8,2,25.0,131934.29
5.8,Master's,HR,1.9,3,37.3,90629.81
13.1,Bachelor's,Analyst,5.0,0,59.3,140388.44
8.5,Master's,Data Scientist,1.9,4,30.0,128256.14
1.0,Bachelor's,Data Scientist,2.3,0,20.4,70258.83
3.5,Bachelor's,Analyst,1.3,4,37.4,73964.79
14.5,PhD,Data Scientist,4.0,1,20.6,161832.97
13.3,Bachelor's,Analyst,1.1,2,33.4,124989.09
1.0,PhD,Software Engineer,4.2,3,34.2,102047.95
4.8,Bachelor's,Data Scientist,3.3,4,20.1,98930.15
5.0,Bachelor's,Manager,4.0,5,51.2,128619.31
13.6,Master's,Software Engineer,4.1,3,56.5,159930.39
0.9,Master's,Data Scientist,1.5,0,60.0,89065.76
2.5,Master's,Analyst,1.1,1,40.4,81712.9
16.1,PhD,Software Engineer,1.7,0,32.3,158849.71
4.0,Bachelor's,Software Engineer,2.5,4,48.7,99968.62
13.2,PhD,Manager,1.3,2,49.5,165628.8
5.1,Bachelor's,Data Scientist,2.8,4,35.2,107905.56
2.4,PhD,Data Scientist,2.1,4,42.6,112763.51
5.2,Bachelor's,Analyst,2.5,5,52.9,92869.31
14.6,Master's,Software Engineer,4.8,0,27.6,156744.4
17.2,Master's,Manager,3.9,4,20.8,181491.32
16.7,Bachelor's,Analyst,3.6,2,41.6,147998.52
8.2,PhD,Analyst,3.6,1,46.6,127367.01
13.5,Bachelor's,Manager,3.2,0,43.0,150387.42
4.5,Bachelor's,Data Scientist,3.1,4,43.8,110572.67
6.2,Master's,Manager,4.5,3,35.7,136317.0
18.0,Bachelor's,Data Scientist,1.3,1,46.1,158144.2
0.8,Bachelor's,HR,2.2,0,21.7,54463.04
2.2,Master's,Software Engineer,1.4,2,26.0,86165.89
4.6,Master's,Manager,1.0,2,37.8,115511.58
1.0,Bachelor's,Analyst,1.1,1,57.7,62816.9
4.0,Master's,Data Scientist,1.1,2,45.8,104628.89
11.9,Master's,Software Engineer,3.7,0,34.2,139164.93
8.7,PhD,Software Engineer,1.4,0,38.3,122603.89
17.9,PhD,Manager,1.8,5,53.8,200270.66
16.4,Master's,Analyst,2.7,0,41.7,152415.81
7.2,Master's,Manager,2.1,5,21.9,137107.48
5.6,Bachelor's,Analyst,4.3,4,36.7,97911.49
7.9,Bachelor's,HR,3.5,2,35.5,98617.68
12.0,Master's,Manager,2.3,4,56.0,157895.31
5.7,PhD,Data Scientist,2.3,2,32.2,126113.68
12.7,Master's,Manager,3.7,5,22.6,161449.43
8.5,Bachelor's,Manager,1.7,2,34.2,124924.16
11.3,Bachelor's,HR,2.1,2,21.8,107044.11
9.0,Master's,HR,2.4,3,53.3,109702.69
6.2,Master's,Manager,2.8,4,43.6,132299.63
19.0,Master's,Analyst,1.8,1,38.8,159750.12
15.4,Master's,HR,1.6,4,34.4,153099.13
3.2,Bachelor's,HR,5.0,5,36.7,79688.1
17.4,PhD,Analyst,4.7,2,51.5,170522.31
10.0,Master's,Software Engineer,3.1,1,27.2,125408.38
17.9,Bachelor's,HR,4.1,1,22.9,136021.23
16.1,Bachelor's,HR,3.7,1,42.5,143252.38
8.8,PhD,Analyst,1.3,3,54.4,124393.92
0.9,PhD,Analyst,3.1,0,42.5,87754.73
5.7,Bachelor's,Manager,1.7,2,51.8,117491.93
11.1,Bachelor's,Manager,3.3,2,55.7,143310.46
12.9,Bachelor's,Software Engineer,1.2,4,23.1,130824.85
5.5,Bachelor's,Software Engineer,1.7,1,43.6,93623.27
3.2,Master's,Software Engineer,4.1,3,53.3,114476.59
16.8,Master's,Data Scientist,4.4,1,45.7,172201.77
19.7,Master's,Analyst,4.6,4,43.7,180054.34
10.8,Master's,HR,4.6,0,51.5,127478.01
3.8,Bachelor's,Analyst,4.6,2,48.3,81530.86
5.8,Bachelor's,Analyst,1.4,1,40.1,80672.81
0.9,Bachelor's,Software Engineer,3.6,2,21.8,85603.18
18.3,Bachelor's,Analyst,3.8,4,44.5,154312.23
2.8,Bachelor's,Data Scientist,2.1,5,28.5,86086.78
